Date,Open,High,Low,Close,Volume
2021-01-20,76.11,76.92,75.65,76.45,178484
2021-01-21,76.6,77.69,75.86,76.94,177142
2021-01-22,76.05,76.46,75.6,76.01,427258
2021-01-25,75.99,77.23,75.43,76.66,522448
2021-01-26,76.88,77.51,75.54,76.16,269759
2021-01-27,75.88,77.45,75.36,76.93,183962
2021-01-28,77.11,77.72,76.76,77.38,383368
2021-01-29,77.59,78.18,76.87,77.46,353891
2021-02-01,77.54,78.31,75.97,76.73,402572
2021-02-02,76.53,77.2,75.12,75.78,453779
2021-02-03,75.51,76.2,74.51,75.2,289468
2021-02-04,74.93,75.19,74.12,74.37,97285
2021-02-05,74.34,75.03,73.89,74.58,225068
2021-02-08,74.62,75.2,73.81,74.39,130753
2021-02-09,74.11,74.77,73.88,74.54,194403
2021-02-10,74.76,75.43,73.75,74.42,101936
2021-02-11,73.53,74.87,73.17,74.5,179057
2021-02-12,73.8,74.77,73.54,74.52,106712
2021-02-15,74.32,75.16,73.63,74.47,290152
2021-02-16,74.13,75.42,73.41,74.69,274865
2021-02-17,75.01,75.55,73.11,73.65,382030
2021-02-18,72.28,73.63,71.58,72.92,184405
2021-02-19,72.77,73.03,72.13,72.39,310531
2021-02-22,72.38,72.8,69.95,70.36,1325633
2021-02-23,70.85,72.06,70.41,71.62,790718
2021-02-24,71.71,72.04,70.71,71.04,145698
2021-02-25,71.24,71.73,70.63,71.12,120769
2021-02-26,71.21,71.83,70.14,70.76,245536
2021-03-01,71.09,71.51,69.74,70.16,387861
2021-03-02,71.07,71.39,69.03,69.34,461154
2021-03-03,69.96,70.49,69.19,69.72,520257
2021-03-04,70.65,71.25,69.47,70.06,317743
2021-03-05,70.28,70.61,69.82,70.14,170214
2021-03-08,70.09,71.67,69.44,71.01,278170
2021-03-09,71.64,71.92,71.21,71.49,280963
2021-03-10,70.96,71.79,70.31,71.14,320529
2021-03-11,70.76,71.83,70.13,71.2,187012
2021-03-12,71.45,72.16,70.24,70.95,76999
2021-03-15,70.42,73.02,69.87,72.46,436957
2021-03-16,72.96,73.29,72.28,72.6,74019
2021-03-17,72.48,72.71,70.7,70.93,654518
2021-03-18,71.46,73.11,70.97,72.61,852823
2021-03-19,71.76,72.05,71.21,71.5,133695
2021-03-22,72.21,73.84,71.5,73.12,935703
2021-03-23,73.17,73.85,72.48,73.17,440189
2021-03-24,73.04,73.56,72.74,73.25,207806
2021-03-25,73.69,74.13,73.13,73.57,311680
2021-03-26,72.92,73.7,72.68,73.46,190107
2021-03-29,72.92,74.27,72.63,73.98,273300
2021-03-30,74.28,74.65,73.36,73.73,250245
2021-03-31,73.8,74.29,72.14,72.62,496821
2021-04-01,72.73,73.42,72.26,72.96,158401
2021-04-02,72.66,73.72,72.15,73.2,342316
2021-04-05,72.31,73.66,71.92,73.26,99434
2021-04-06,73.22,74.76,72.7,74.24,324017
2021-04-07,73.4,75.28,72.78,74.65,508779
2021-04-08,74.25,75.86,73.51,75.11,354730
2021-04-09,75.36,75.72,74.91,75.28,86858
2021-04-12,75.07,75.5,74.13,74.56,396955
2021-04-13,74.73,75.39,73.43,74.09,423971
2021-04-14,74.81,75.18,73.86,74.22,215085
2021-04-15,73.9,74.32,73.28,73.69,591963
2021-04-16,74.15,74.47,73.81,74.13,299726
2021-04-19,73.59,75.02,73.26,74.68,232389
2021-04-20,74.59,75.67,74.17,75.24,504680
2021-04-21,74.81,77.18,74.08,76.43,563530
2021-04-22,76.37,76.91,75.21,75.75,408015
2021-04-23,75.28,75.91,73.48,74.1,494338
2021-04-26,74.33,74.71,73.79,74.17,333240
2021-04-27,73.84,75.51,73.37,75.03,941913
2021-04-28,75.1,75.4,74.2,74.5,129456
2021-04-29,74.56,74.83,74.08,74.35,146823
2021-04-30,74.38,75.03,73.77,74.42,105727
2021-05-03,73.74,74.99,73.04,74.28,128914
2021-05-04,74.88,75.28,74.32,74.72,260189
2021-05-05,74.78,75.27,74.35,74.83,141234
2021-05-06,75.08,75.69,73.11,73.7,978092
2021-05-07,74.22,75.62,73.82,75.22,576141
2021-05-10,75.07,76.19,74.72,75.84,183486
2021-05-11,75.87,76.2,75.59,75.92,151170
2021-05-12,75.8,76.55,75.31,76.06,154059
2021-05-13,76.36,76.78,74.83,75.24,289545
2021-05-14,75.04,75.64,73.7,74.29,576976
2021-05-17,74.62,75.21,73.01,73.59,668584
2021-05-18,73.34,74.96,72.63,74.24,185864
2021-05-19,74.53,76.09,74.19,75.74,617672
2021-05-20,75.54,77.12,74.99,76.57,839740
2021-05-21,76.83,77.55,75.67,76.38,285088
2021-05-24,76.57,77.34,76.2,76.97,358228
2021-05-25,77.0,78.75,76.51,78.24,811938
2021-05-26,78.34,78.97,77.03,77.66,336443
2021-05-27,78.21,79.25,77.67,78.71,347773
2021-05-28,78.52,80.11,77.83,79.43,212663
2021-05-31,79.38,80.1,78.02,78.73,349136
2021-06-01,78.43,80.01,77.71,79.29,126348
2021-06-02,79.28,81.79,78.82,81.31,873035
2021-06-03,81.39,82.19,80.33,81.13,74518
2021-06-04,81.25,82.67,80.69,82.1,299290
2021-06-07,82.66,83.03,81.53,81.9,231020
2021-06-08,82.01,83.4,81.42,82.8,352729
2021-06-09,81.67,82.56,81.28,82.17,274235
2021-06-10,82.35,83.07,81.14,81.85,387848
2021-06-11,82.39,82.65,81.94,82.21,372689
2021-06-14,82.49,84.24,81.7,83.44,314045
2021-06-15,83.88,85.28,83.38,84.77,572318
2021-06-16,84.12,84.87,83.72,84.46,136940
2021-06-17,84.01,85.79,83.67,85.44,255076
2021-06-18,86.07,86.85,85.5,86.28,274073
2021-06-21,86.14,88.51,85.6,87.95,492235
2021-06-22,87.61,88.39,86.84,87.62,298473
2021-06-23,87.13,87.55,86.64,87.07,340011
2021-06-24,88.48,88.98,87.93,88.43,281811
2021-06-25,88.23,89.02,86.61,87.38,590239
2021-06-28,86.94,87.4,86.45,86.91,651932
2021-06-29,87.26,88.01,85.47,86.21,416471
2021-06-30,86.41,86.97,86.06,86.63,661693
2021-07-01,86.8,87.25,85.51,85.95,228376
2021-07-02,85.08,85.5,84.81,85.24,296043
2021-07-05,84.84,86.54,84.1,85.79,203588
2021-07-06,86.71,87.7,86.45,87.44,340127
2021-07-07,87.75,88.58,87.31,88.14,692503
2021-07-08,86.87,89.36,86.35,88.82,151105
2021-07-09,88.27,89.22,87.84,88.79,149873
2021-07-12,88.91,89.55,88.54,89.17,229041
2021-07-13,89.21,89.82,88.32,88.92,177432
2021-07-14,89.28,89.89,87.91,88.52,227885
2021-07-15,88.47,88.84,86.95,87.32,415241
2021-07-16,87.05,87.74,86.4,87.08,157899
2021-07-19,86.62,87.59,86.08,87.04,103052
2021-07-20,86.79,88.53,86.28,88.01,263981
2021-07-21,88.64,89.46,87.4,88.21,96607
2021-07-22,88.67,89.48,87.25,88.06,124219
2021-07-23,88.25,88.93,85.98,86.65,877107
2021-07-26,85.72,86.25,84.44,84.98,573671
2021-07-27,85.02,85.48,84.53,84.99,110358
2021-07-28,84.83,85.24,84.25,84.65,181834
2021-07-29,84.42,85.12,84.07,84.77,231828
2021-07-30,84.66,85.04,83.78,84.17,160922
2021-08-02,84.25,85.01,83.75,84.51,253349
2021-08-03,84.07,84.77,82.88,83.57,298809
2021-08-04,83.48,85.33,82.75,84.59,529916
2021-08-05,85.31,86.31,84.7,85.69,503612
2021-08-06,85.52,85.8,82.41,82.68,1990137
2021-08-09,82.45,83.07,81.89,82.51,284273
2021-08-10,82.31,82.78,80.73,81.2,383212
2021-08-11,81.47,82.18,80.43,81.13,272427
2021-08-12,80.75,81.12,79.37,79.73,445977
2021-08-13,79.97,80.34,77.26,77.61,2054241
2021-08-16,77.48,78.3,76.8,77.62,140265
2021-08-17,77.52,78.46,76.99,77.92,53633
2021-08-18,78.23,78.7,77.54,78.01,255870
2021-08-19,78.63,79.95,78.38,79.69,915263
2021-08-20,79.69,81.15,78.9,80.35,607304
2021-08-23,80.44,80.72,79.72,79.99,302748
2021-08-24,79.4,79.84,78.67,79.1,334459
2021-08-25,78.97,79.67,77.92,78.62,255767
2021-08-26,79.04,79.63,77.6,78.19,521030
2021-08-27,78.54,79.23,77.9,78.6,120328
2021-08-30,78.52,79.03,77.73,78.24,248198
2021-08-31,78.45,79.22,77.7,78.47,298611
2021-09-01,79.01,79.53,78.33,78.84,305482
2021-09-02,79.02,79.3,78.7,78.98,143897
2021-09-03,79.34,79.85,78.1,78.6,464885
2021-09-06,78.48,79.25,78.21,78.98,115991
2021-09-07,79.42,80.65,78.74,79.96,410914
2021-09-08,80.15,80.63,77.63,78.1,635461
2021-09-09,78.08,80.42,77.4,79.73,621674
2021-09-10,79.79,80.05,78.7,78.96,579775
2021-09-13,79.58,80.19,77.1,77.69,259577
2021-09-14,77.44,78.91,76.92,78.39,370889
2021-09-15,78.8,79.45,77.98,78.62,282585
2021-09-16,79.08,79.38,78.46,78.76,167273
2021-09-17,78.63,80.02,77.91,79.29,427215
2021-09-20,80.08,80.43,79.52,79.87,163430
2021-09-21,80.51,81.1,79.75,80.34,225131
2021-09-22,79.98,80.92,79.48,80.41,427779
2021-09-23,80.16,80.55,77.28,77.65,476149
2021-09-24,77.62,78.7,77.16,78.24,614348
2021-09-27,78.12,79.36,77.5,78.73,194949
2021-09-28,78.94,79.65,77.47,78.17,182078
2021-09-29,78.38,79.06,76.97,77.65,228362
2021-09-30,77.66,78.85,76.89,78.08,128072
2021-10-01,78.72,79.21,77.13,77.61,155636
2021-10-04,77.77,78.39,75.8,76.41,351984
2021-10-05,77.13,77.68,74.69,75.22,870523
2021-10-06,75.17,76.02,74.64,75.48,193319
2021-10-07,75.9,76.34,75.24,75.68,656260
2021-10-08,76.85,77.13,76.53,76.81,782858
2021-10-11,76.53,77.06,75.46,75.99,180426
2021-10-12,76.19,77.29,75.69,76.79,269188
2021-10-13,77.03,77.5,76.28,76.75,168869
2021-10-14,76.28,76.95,75.16,75.82,385641
2021-10-15,75.93,76.77,75.22,76.06,209284
2021-10-18,76.67,77.29,75.9,76.52,220069
2021-10-19,76.19,78.32,75.81,77.94,1010171
2021-10-20,77.92,78.44,76.47,76.98,291307
2021-10-21,77.27,77.7,75.15,75.57,341243
2021-10-22,75.49,76.82,75.03,76.35,544669
2021-10-25,75.87,76.43,75.32,75.88,309198
2021-10-26,75.8,76.4,75.41,76.01,124047
2021-10-27,75.62,76.16,75.19,75.73,273741
2021-10-28,74.85,76.08,74.61,75.83,187489
2021-10-29,75.63,76.12,74.25,74.74,448693
2021-11-01,74.47,77.94,73.82,77.27,830541
2021-11-02,76.65,77.47,76.15,76.97,512017
2021-11-03,77.36,78.0,76.09,76.73,403376
2021-11-04,76.8,77.12,75.53,75.85,551897
2021-11-05,76.5,77.09,75.32,75.91,299825
2021-11-08,76.17,76.94,75.52,76.29,193034
2021-11-09,76.81,77.2,76.16,76.55,150381
2021-11-10,76.68,77.38,75.65,76.36,359018
2021-11-11,76.26,76.81,75.05,75.6,109626
2021-11-12,75.19,76.53,74.62,75.96,192178
2021-11-15,75.89,76.47,75.13,75.71,178949
2021-11-16,75.67,76.33,73.91,74.56,465009
2021-11-17,74.87,75.34,73.33,73.79,280455
2021-11-18,73.99,74.44,72.95,73.39,625022
2021-11-19,73.8,74.45,72.3,72.95,230836
2021-11-22,73.06,73.77,69.98,70.67,1725290
2021-11-23,70.91,71.33,70.62,71.04,77303
2021-11-24,71.0,71.54,70.6,71.14,220821
2021-11-25,71.09,71.43,70.37,70.7,175482
2021-11-26,70.47,71.4,69.96,70.89,149058
2021-11-29,70.88,71.59,70.22,70.94,108590
2021-11-30,71.31,71.55,70.43,70.67,87053
2021-12-01,70.16,71.03,69.56,70.43,407814
2021-12-02,71.08,71.65,69.49,70.06,547955
2021-12-03,69.89,70.68,69.53,70.32,107580
2021-12-06,69.97,70.55,69.61,70.19,370600
2021-12-07,69.82,70.98,69.6,70.77,524690
2021-12-08,70.67,71.16,70.15,70.64,224992
2021-12-09,71.31,72.02,69.57,70.27,158818
2021-12-10,70.53,71.02,70.18,70.67,281906
2021-12-13,70.24,71.19,69.62,70.56,416329
2021-12-14,70.22,70.51,69.85,70.13,321680
2021-12-15,70.06,70.35,69.15,69.44,307874
2021-12-16,69.52,70.86,68.95,70.29,395803
2021-12-17,70.61,71.52,69.99,70.89,353206
2021-12-20,71.85,72.35,70.5,71.0,144624
2021-12-21,70.84,71.18,69.99,70.33,278326
2021-12-22,70.57,72.52,70.23,72.17,798208
2021-12-23,72.27,74.08,71.65,73.45,1743947
2021-12-24,73.94,74.89,73.49,74.43,456876
2021-12-27,74.77,75.4,74.18,74.8,167035
2021-12-28,74.58,74.9,74.28,74.6,181873
2021-12-29,74.0,75.65,73.58,75.23,747515
2021-12-30,75.59,76.26,74.82,75.49,147205
2021-12-31,75.03,76.15,74.66,75.77,220036
2022-01-03,75.76,76.22,74.96,75.42,228119
2022-01-04,75.81,76.3,74.94,75.43,168731
2022-01-05,75.01,75.31,74.59,74.88,210268
2022-01-06,74.85,76.06,74.4,75.61,229179
2022-01-07,75.45,76.09,74.8,75.44,190217
2022-01-10,76.58,77.97,75.99,77.38,667300
2022-01-11,77.41,78.07,76.27,76.93,493987
2022-01-12,76.42,77.81,75.7,77.09,258424
2022-01-13,77.03,79.36,76.35,78.66,1320295
2022-01-14,78.38,79.13,77.18,77.92,266291
2022-01-17,78.78,79.76,78.01,78.98,554525
2022-01-18,78.35,78.69,77.77,78.12,484709
2022-01-19,77.59,78.99,76.82,78.22,340523
2022-01-20,78.76,79.26,77.67,78.17,104194
2022-01-21,78.25,78.78,77.51,78.03,99092
2022-01-24,78.2,79.79,77.81,79.39,200282
2022-01-25,80.07,81.3,79.4,80.63,863021
2022-01-26,81.44,81.89,80.86,81.31,253151
2022-01-27,81.81,82.35,80.72,81.25,174262
2022-01-28,80.79,81.56,78.99,79.75,831911
2022-01-31,79.59,80.65,79.34,80.4,182564
2022-02-01,80.71,81.44,79.66,80.39,51042
2022-02-02,81.16,81.84,79.06,79.73,250237
2022-02-03,79.3,80.24,79.02,79.96,106353
2022-02-04,79.56,80.84,78.9,80.18,149296
2022-02-07,80.59,81.32,79.32,80.05,539448
2022-02-08,79.73,80.79,79.41,80.47,234724
2022-02-09,80.02,83.07,79.62,82.66,990640
2022-02-10,82.78,83.26,81.9,82.37,222149
2022-02-11,82.38,84.07,81.76,83.44,679379
2022-02-14,83.32,86.2,82.81,85.67,955762
2022-02-15,85.0,86.92,84.25,86.16,223077
2022-02-16,85.48,86.73,85.2,86.44,330234
2022-02-17,86.42,88.22,85.75,87.53,278275
2022-02-18,87.92,88.67,86.91,87.65,158501
2022-02-21,87.35,88.51,86.94,88.09,340067
2022-02-22,88.71,89.31,86.21,86.8,321519
2022-02-23,87.56,88.37,85.95,86.75,76648
2022-02-24,87.03,88.62,86.61,88.2,1068109
2022-02-25,87.51,89.16,86.66,88.31,66175
2022-02-28,88.29,90.72,87.92,90.34,456630
2022-03-01,91.31,91.87,89.91,90.46,371386
2022-03-02,89.93,91.9,89.38,91.34,196034
2022-03-03,91.61,92.06,90.13,90.57,443059
2022-03-04,89.97,91.03,89.36,90.42,151849
2022-03-07,90.63,91.23,89.48,90.08,155585
2022-03-08,90.64,90.94,89.9,90.2,127997
2022-03-09,89.88,91.45,89.38,90.95,389713
2022-03-10,90.52,91.1,89.84,90.42,261400
2022-03-11,90.26,90.77,88.76,89.27,553093
2022-03-14,89.2,89.83,88.72,89.35,221904
2022-03-15,89.22,90.82,88.5,90.1,407873
2022-03-16,91.06,92.53,90.25,91.71,1556210
2022-03-17,91.75,92.08,90.18,90.51,360040
2022-03-18,90.5,91.15,88.03,88.66,537444
2022-03-21,88.12,88.64,87.64,88.17,235679
2022-03-22,87.74,90.09,87.2,89.54,358673
2022-03-23,89.53,89.88,88.04,88.39,481382
2022-03-24,87.62,88.72,86.77,87.87,327230
2022-03-25,88.28,89.82,87.97,89.5,369161
2022-03-28,89.82,90.61,88.45,89.24,269331
2022-03-29,89.36,90.24,88.36,89.23,151688
2022-03-30,89.51,89.85,89.12,89.46,527918
2022-03-31,89.01,90.95,88.34,90.28,207091
2022-04-01,90.34,91.23,89.26,90.15,166700
2022-04-04,89.34,89.79,87.86,88.31,1496332
2022-04-05,88.25,89.09,87.38,88.22,239538
2022-04-06,87.87,88.94,87.53,88.6,346620
2022-04-07,89.11,89.51,85.43,85.81,661188
2022-04-08,86.17,87.63,85.62,87.07,421061
2022-04-11,87.21,87.84,86.26,86.89,162309
2022-04-12,87.14,87.64,84.79,85.29,361703
2022-04-13,85.18,85.79,84.25,84.86,197363
2022-04-14,85.08,87.35,84.32,86.58,862607
2022-04-15,87.23,87.67,86.93,87.38,428724
2022-04-18,87.54,88.11,86.99,87.56,208542
2022-04-19,87.84,88.38,86.93,87.47,129359
2022-04-20,87.61,88.48,84.5,85.34,1191808
2022-04-21,84.85,85.63,84.54,85.32,164649
2022-04-22,86.98,87.29,86.01,86.31,607059
2022-04-25,86.62,86.89,85.23,85.49,201806
2022-04-26,85.57,86.65,85.0,86.07,182335
2022-04-27,86.27,86.84,84.77,85.34,216465
2022-04-28,84.97,86.25,84.67,85.94,301099
2022-04-29,85.77,86.11,84.34,84.68,619636
2022-05-02,84.54,85.53,84.07,85.06,258287
2022-05-03,84.71,85.25,83.25,83.78,494696
2022-05-04,84.03,84.86,81.5,82.32,412343
2022-05-05,81.38,82.36,80.92,81.9,102453
2022-05-06,81.66,82.48,80.82,81.63,245887
2022-05-09,81.38,82.45,80.68,81.76,271464
2022-05-10,81.83,82.6,80.12,80.88,387645
2022-05-11,81.17,81.95,79.7,80.47,263426
2022-05-12,79.89,80.79,79.52,80.43,95190
2022-05-13,81.13,82.01,80.61,81.49,174466
2022-05-16,81.19,82.98,80.76,82.55,524463
2022-05-17,82.4,83.18,81.89,82.67,470114
2022-05-18,82.6,84.66,82.03,84.08,879055
2022-05-19,84.12,84.74,83.41,84.03,435965
2022-05-20,84.79,87.04,83.95,86.18,724109
2022-05-23,86.57,88.01,86.16,87.59,1241122
2022-05-24,86.95,87.67,86.45,87.18,196864
2022-05-25,86.88,87.18,86.29,86.58,673091
2022-05-26,85.88,86.65,85.59,86.36,491894
2022-05-27,86.68,87.92,86.23,87.46,444196
2022-05-30,87.6,88.41,85.9,86.69,918632
2022-05-31,87.17,87.59,86.88,87.3,497938
2022-06-01,87.77,88.34,87.04,87.62,183873
2022-06-02,87.81,89.82,86.97,88.97,379655
2022-06-03,89.51,89.85,87.69,88.02,283482
2022-06-06,87.57,88.15,87.12,87.7,225889
2022-06-07,88.34,88.76,86.52,86.93,201517
2022-06-08,86.96,88.86,86.18,88.08,554180
2022-06-09,88.68,90.72,88.18,90.21,415773
2022-06-10,89.53,91.23,89.24,90.93,321824
2022-06-13,90.46,92.25,90.09,91.88,484904
2022-06-14,90.84,91.83,90.22,91.2,342070
2022-06-15,91.83,93.02,91.36,92.55,467758
2022-06-16,92.9,93.74,90.83,91.66,244635
2022-06-17,91.63,92.58,90.75,91.7,491968
2022-06-20,91.82,92.49,90.38,91.04,262197
2022-06-21,91.06,91.72,90.09,90.75,149934
2022-06-22,90.46,91.69,90.12,91.35,334319
2022-06-23,92.09,93.49,91.41,92.81,403788
2022-06-24,91.83,92.67,90.81,91.65,619141
2022-06-27,90.66,91.2,90.34,90.87,530992
2022-06-28,92.01,92.7,90.45,91.13,348355
2022-06-29,91.13,91.77,90.45,91.09,472957
2022-06-30,90.98,91.91,90.51,91.44,267299
2022-07-01,92.08,92.78,90.04,90.73,209102
2022-07-04,90.63,91.04,89.77,90.18,289205
2022-07-05,90.31,90.72,88.76,89.16,463573
2022-07-06,89.29,90.38,88.55,89.64,195570
2022-07-07,88.99,89.97,88.12,89.1,294820
2022-07-08,88.77,90.26,88.3,89.78,110807
2022-07-11,90.45,91.21,89.77,90.53,246041
2022-07-12,90.87,91.5,90.15,90.78,220581
2022-07-13,90.93,92.72,90.29,92.07,227547
2022-07-14,92.42,93.3,91.99,92.87,180841
2022-07-15,93.19,94.73,92.78,94.32,383814
2022-07-18,95.23,96.11,92.65,93.53,270154
2022-07-19,93.14,95.0,92.75,94.61,732143
2022-07-20,95.31,95.66,94.63,94.98,323679
2022-07-21,94.97,95.59,94.28,94.89,92698
2022-07-22,94.2,97.6,93.47,96.85,503063
2022-07-25,97.12,98.0,95.21,96.08,316346
2022-07-26,95.53,96.84,94.82,96.13,299202
2022-07-27,96.94,97.59,95.72,96.36,222567
2022-07-28,96.32,96.81,95.66,96.14,149779
2022-07-29,96.42,97.78,95.7,97.06,964580
2022-08-01,96.89,99.65,96.13,98.87,524079
2022-08-02,98.52,100.8,97.86,100.12,304377
2022-08-03,100.27,100.74,98.41,98.86,564529
2022-08-04,99.13,99.53,97.61,98.0,354067
2022-08-05,98.22,99.51,97.82,99.1,527926
2022-08-08,98.68,99.12,97.64,98.09,476724
2022-08-09,98.11,98.73,97.39,98.01,229897
2022-08-10,98.57,99.5,95.96,96.86,714810
2022-08-11,95.74,96.25,94.17,94.68,334928
2022-08-12,94.01,94.43,92.37,92.79,828240
2022-08-15,93.04,93.9,91.23,92.08,189596
2022-08-16,92.59,93.62,91.77,92.79,251844
2022-08-17,91.79,93.27,91.5,92.97,219695
2022-08-18,92.64,93.61,92.32,93.29,299617
2022-08-19,93.16,94.51,92.41,93.76,465883
2022-08-22,92.76,93.98,92.48,93.7,198634
2022-08-23,92.93,95.33,92.55,94.93,483170
2022-08-24,94.41,95.65,93.88,95.11,227955
2022-08-25,94.01,95.74,93.58,95.3,419799
2022-08-26,94.81,97.88,94.06,97.12,455849
2022-08-29,99.04,99.34,96.5,96.79,330497
2022-08-30,97.58,98.33,96.34,97.1,157687
2022-08-31,97.08,98.18,96.3,97.4,369216
2022-09-01,96.53,99.7,95.78,98.93,434594
2022-09-02,97.95,100.72,97.5,100.26,325117
2022-09-05,99.73,100.21,98.56,99.04,221691
2022-09-06,98.69,99.41,97.38,98.1,399072
2022-09-07,97.34,98.9,96.66,98.22,382168
2022-09-08,97.59,99.02,96.95,98.38,265587
2022-09-09,97.62,101.44,96.75,100.55,1127379
2022-09-12,100.3,102.09,99.54,101.33,462860
2022-09-13,101.7,102.39,100.66,101.35,170712
2022-09-14,102.08,102.6,101.61,102.13,418337
2022-09-15,100.6,101.08,100.08,100.56,304164
2022-09-16,100.95,101.76,100.21,101.02,291540
2022-09-19,101.33,102.59,100.49,101.75,571704
2022-09-20,102.25,103.21,98.47,99.4,567679
2022-09-21,99.55,100.07,97.88,98.4,589474
2022-09-22,98.31,98.78,97.78,98.26,310634
2022-09-23,99.27,99.85,96.65,97.22,625709
2022-09-26,96.49,97.84,95.8,97.15,419785
2022-09-27,96.46,97.47,96.13,97.14,220106
2022-09-28,97.62,98.34,94.91,95.61,736432
2022-09-29,95.56,96.54,94.65,95.63,172044
2022-09-30,95.25,96.84,94.61,96.2,162366
2022-10-03,96.02,98.8,95.1,97.87,335126
2022-10-04,97.38,97.96,95.69,96.26,496235
2022-10-05,95.66,96.59,94.26,95.18,397728
2022-10-06,95.59,96.1,95.27,95.78,329736
2022-10-07,96.7,98.9,95.76,97.95,855826
2022-10-10,97.57,97.89,97.08,97.4,226599
2022-10-11,96.9,98.26,96.23,97.59,123139
2022-10-12,97.66,98.09,96.63,97.06,286946
2022-10-13,97.99,98.6,94.16,94.76,1381894
2022-10-14,94.78,95.47,93.04,93.72,511993
2022-10-17,93.58,95.3,92.88,94.59,586260
2022-10-18,94.97,95.38,93.99,94.4,202698
2022-10-19,94.91,95.59,93.31,93.98,107800
2022-10-20,93.66,94.64,92.86,93.83,236978
2022-10-21,94.29,95.09,92.54,93.34,241779
2022-10-24,93.37,94.24,90.82,91.67,937937
2022-10-25,91.12,91.4,90.1,90.38,1286411
2022-10-26,90.68,90.96,89.81,90.09,167192
2022-10-27,89.66,90.51,88.86,89.71,242424
2022-10-28,90.23,90.53,87.81,88.1,569577
2022-10-31,87.93,89.06,87.63,88.75,281095
2022-11-01,88.86,90.46,88.02,89.62,300173
2022-11-02,89.6,91.36,88.82,90.57,593788
2022-11-03,90.25,91.57,89.39,90.71,222779
2022-11-04,89.35,92.17,89.03,91.84,169467
2022-11-07,91.37,92.06,90.77,91.45,207614
2022-11-08,90.93,91.55,89.53,90.16,492982
2022-11-09,89.4,89.7,88.91,89.22,208622
2022-11-10,88.3,92.08,87.77,91.54,620219
2022-11-11,91.82,92.12,90.77,91.06,213958
2022-11-14,90.9,91.49,89.36,89.94,487792
2022-11-15,88.77,90.61,88.11,89.95,126143
2022-11-16,90.21,91.77,89.51,91.06,252914
2022-11-17,89.92,91.91,89.6,91.58,225809
2022-11-18,91.59,92.53,90.7,91.64,330942
2022-11-21,91.45,93.02,91.0,92.56,260269
2022-11-22,92.77,93.2,92.23,92.65,453954
2022-11-23,93.08,93.83,90.73,91.47,252882
2022-11-24,92.15,92.78,90.02,90.64,155514
2022-11-25,91.02,91.68,90.75,91.41,417482
2022-11-28,91.23,91.73,89.54,90.04,717450
2022-11-29,89.25,90.39,88.44,89.57,448602
2022-11-30,89.5,90.67,89.12,90.28,293618
2022-12-01,90.45,91.02,89.14,89.7,452418
2022-12-02,89.81,91.38,89.35,90.91,301259
2022-12-05,90.18,90.8,89.64,90.26,437115
2022-12-06,90.37,90.94,88.94,89.5,312518
2022-12-07,89.32,91.37,88.86,90.9,584258
2022-12-08,91.88,92.44,88.96,89.5,842647
2022-12-09,89.73,90.2,86.53,86.98,1889041
2022-12-12,87.05,87.37,85.87,86.18,319823
2022-12-13,86.77,87.25,85.67,86.15,142218
2022-12-14,87.13,87.69,85.65,86.21,159875
2022-12-15,86.72,87.86,85.98,87.12,212198
2022-12-16,86.92,87.82,86.21,87.11,319811
2022-12-19,87.22,87.71,85.56,86.04,422350
2022-12-20,86.32,86.72,85.27,85.67,283295
2022-12-21,85.32,86.09,83.97,84.74,320112
2022-12-22,85.41,86.13,83.38,84.09,142014
2022-12-23,83.18,85.46,82.56,84.84,412182
2022-12-26,84.56,85.23,84.14,84.81,219975
2022-12-27,84.24,85.61,83.55,84.92,101607
2022-12-28,84.78,86.87,84.47,86.55,1553751
2022-12-29,86.33,87.38,85.73,86.78,316414
2022-12-30,86.73,87.23,85.17,85.67,228096
2023-01-02,85.95,86.48,84.47,84.98,269285
2023-01-03,84.6,85.43,84.22,85.06,141431
2023-01-04,85.2,85.52,83.33,83.64,390708
2023-01-05,82.68,85.44,81.98,84.71,331071
2023-01-06,84.82,85.36,83.46,83.99,405919
2023-01-09,84.29,84.98,82.2,82.88,190613
2023-01-10,83.01,83.81,82.22,83.02,203426
2023-01-11,83.24,85.02,82.89,84.67,400744
2023-01-12,84.79,85.79,84.12,85.12,341801
2023-01-13,84.61,86.56,84.32,86.27,762378
2023-01-16,85.5,87.25,84.7,86.44,426497
2023-01-17,86.03,86.68,85.42,86.06,227930
2023-01-18,86.06,86.58,85.45,85.97,153143
2023-01-19,85.17,86.81,84.66,86.3,161637
2023-01-20,85.73,87.59,85.12,86.97,609041
2023-01-23,86.35,87.14,85.27,86.06,314186
2023-01-24,86.05,86.39,85.16,85.5,346995
2023-01-25,85.88,87.01,85.4,86.53,383455
2023-01-26,85.94,88.79,85.4,88.22,412688
2023-01-27,87.46,90.79,86.7,90.02,423483
2023-01-30,89.98,93.24,89.4,92.64,845474
2023-01-31,91.32,94.84,90.62,94.11,719684
2023-02-01,94.23,94.65,91.52,91.93,1340924
2023-02-02,91.16,93.65,90.7,93.19,574818
2023-02-03,92.64,93.28,91.61,92.24,765447
2023-02-06,91.62,93.17,91.34,92.89,246992
2023-02-07,92.5,93.25,91.09,91.84,357965
2023-02-08,92.65,93.4,91.44,92.19,489014
2023-02-09,92.21,93.54,91.46,92.78,535271
